order_id,order_date,customer_id,product_id,quantity,unit_price_usd,unit_price,revenue_usd
77,2024-07-01,429,252,5,2.59,2.59 USD,12.95
78,2025-01-09,485,183,2,3.32,3.32 USD,6.64
79,2023-09-19,135,199,6,10.35,10.35 USD,62.1
80,2025-04-10,654,232,6,6.6,6.60 USD,39.6
81,2025-04-12,254,142,4,0.9,0.90 USD,3.6
82,2023-12-09,560,196,4,17.54,17.54 USD,70.16
83,2024-03-25,255,210,4,0.76,0.76 USD,3.04
84,2023-08-18,646,170,6,8.47,8.47 USD,50.82
85,2025-12-05,720,128,6,4.84,4.84 USD,29.04
86,2024-12-07,499,226,4,8.27,8.27 USD,33.08
87,2025-10-20,613,192,3,10.41,10.41 USD,31.23
88,2023-11-29,484,140,7,8.1,8.10 USD,56.7
89,2025-05-06,46,279,7,15.24,15.24 USD,106.68
90,2025-04-18,443,257,7,17.69,17.69 USD,123.83
91,2025-01-27,582,142,1,0.82,0.82 USD,0.82
92,2025-11-23,648,218,1,6.99,6.99 USD,6.99
93,2024-03-06,792,297,3,3.61,3.61 USD,10.83
94,2023-05-24,579,105,2,4.3,4.30 USD,8.6
95,2025-01-05,4,201,7,0.54,0.54 USD,3.78
96,2025-03-09,736,269,7,2.17,2.17 USD,15.19
97,2024-09-21,1,161,1,5.92,5.92 USD,5.92
98,2023-08-15,290,283,6,0.61,0.61 USD,3.66
99,2024-07-06,109,256,5,1.28,1.28 USD,6.4
100,2023-12-08,777,141,6,3.03,3.03 USD,18.18
101,2024-04-13,575,211,1,8.41,8.41 USD,8.41
102,2024-12-07,460,109,3,6.32,6.32 USD,18.96
103,2025-03-27,266,257,2,16.43,16.43 USD,32.86
104,2023-09-12,138,266,1,3.64,3.64 USD,3.64
105,2024-03-19,434,162,3,4.35,4.35 USD,13.05
106,2023-10-22,44,154,5,1.03,1.03 USD,5.15
107,2023-08-06,510,280,4,11.55,11.55 USD,46.2
108,2025-05-07,262,204,5,0.84,0.84 USD,4.2
109,2025-09-22,728,226,5,8.37,8.37 USD,41.85
110,2024-02-10,633,134,7,4.88,4.88 USD,34.16
111,2025-04-02,152,265,2,6.63,6.63 USD,13.26
112,2025-09-09,213,277,1,20.84,20.84 USD,20.84
113,2025-07-15,234,142,4,0.82,0.82 USD,3.28
114,2023-07-20,623,114,3,7.36,7.36 USD,22.08
115,2025-11-13,361,133,4,3.61,3.61 USD,14.44
116,2024-02-17,320,218,1,7.18,7.18 USD,7.18
117,2024-01-07,222,198,2,9.82,9.82 USD,19.64
118,2023-03-10,738,192,1,11.23,11.23 USD,11.23
119,2024-06-16,210,200,3,2.7,2.70 USD,8.1
120,2023-04-30,396,187,4,3.61,3.61 USD,14.44
121,2023-09-30,583,245,5,2.55,2.55 USD,12.75
122,2023-12-14,489,224,1,4.15,4.15 USD,4.15
123,2025-06-04,601,132,6,3.54,3.54 USD,21.24
124,2025-08-16,774,201,2,0.51,0.51 USD,1.02
125,2023-11-28,464,296,2,1.73,1.73 USD,3.46
126,2025-07-29,700,139,4,2.5,2.50 USD,10.0
127,2025-07-27,624,194,5,2.14,2.14 USD,10.7
128,2025-04-17,452,110,3,6.74,6.74 USD,20.22
129,2023-06-10,413,252,5,2.73,2.73 USD,13.65
130,2025-01-25,751,200,4,2.95,2.95 USD,11.8
131,2025-10-31,476,158,5,7.47,7.47 USD,37.35
132,2025-01-17,256,297,4,3.82,3.82 USD,15.28
133,2023-12-30,150,201,5,0.52,0.52 USD,2.6
134,2024-07-02,127,164,1,3.64,3.64 USD,3.64
135,2024-12-08,392,119,2,1.59,1.59 USD,3.18
136,2024-07-13,480,201,4,0.48,0.48 USD,1.92
137,2023-05-12,397,217,4,1.13,1.13 USD,4.52
138,2023-12-08,402,236,2,1.94,1.94 USD,3.88
139,2025-05-28,274,171,6,6.63,6.63 USD,39.78
140,2025-08-01,139,140,6,9.01,9.01 USD,54.06
141,2023-05-31,103,113,3,9.28,9.28 USD,27.84
142,2025-11-08,242,201,4,0.49,0.49 USD,1.96
143,2023-12-27,117,224,1,3.99,3.99 USD,3.99
144,2024-12-26,214,255,5,2.2,2.20 USD,11.0
145,2025-04-03,484,182,1,6.42,6.42 USD,6.42
146,2025-06-08,529,188,4,10.33,10.33 USD,41.32
147,2025-11-01,691,205,3,2.18,2.18 USD,6.54
148,2023-12-09,224,230,4,4.08,4.08 USD,16.32
149,2025-07-29,270,116,3,1.53,1.53 USD,4.59
150,2023-05-25,134,114,2,7.15,7.15 USD,14.3
151,2025-02-11,114,228,5,3.45,3.45 USD,17.25
152,2025-03-23,441,245,1,2.52,2.52 USD,2.52
153,2025-01-12,644,160,3,1.24,1.24 USD,3.72
154,2023-10-04,651,298,1,1.43,1.43 USD,1.43
155,2025-08-13,365,117,7,1.31,1.31 USD,9.17
156,2023-07-04,232,145,2,8.57,8.57 USD,17.14
157,2023-02-28,458,138,4,4.47,4.47 USD,17.88
158,2025-02-24,375,224,3,4.18,4.18 USD,12.54
159,2024-06-04,604,204,5,0.89,0.89 USD,4.45
160,2025-07-18,779,164,7,3.5,3.50 USD,24.5
161,2024-02-24,611,221,3,11.47,11.47 USD,34.41
162,2023-07-04,207,106,6,2.67,2.67 USD,16.02
163,2025-07-04,520,288,4,5.14,5.14 USD,20.56
164,2024-08-24,468,212,4,5.7,5.70 USD,22.8
165,2023-07-27,443,202,5,0.61,0.61 USD,3.05
166,2025-02-27,321,149,5,2.69,2.69 USD,13.45
167,2024-07-13,93,121,2,8.67,8.67 USD,17.34
168,2024-10-23,408,123,7,6.77,6.77 USD,47.39
169,2024-05-19,158,176,7,6.52,6.52 USD,45.64
170,2025-06-26,99,285,1,5.05,5.05 USD,5.05
171,2025-06-27,225,164,3,3.36,3.36 USD,10.08
172,2025-02-15,441,257,2,18.61,18.61 USD,37.22
173,2023-04-26,720,127,1,1.03,1.03 USD,1.03
174,2025-07-07,585,234,7,3.97,3.97 USD,27.79
175,2025-01-04,401,249,2,7.12,7.12 USD,14.24
176,2025-02-02,571,171,6,6.66,6.66 USD,39.96
177,2024-02-02,799,207,5,6.28,6.28 USD,31.4
178,2025-08-20,64,269,5,2.29,2.29 USD,11.45
179,2025-03-05,768,233,4,1.77,1.77 USD,7.08
180,2023-05-04,560,243,3,16.65,16.65 USD,49.95
181,2024-03-22,279,249,3,6.3,6.30 USD,18.9
182,2025-08-28,710,158,3,6.94,6.94 USD,20.82
183,2023-02-21,670,232,2,7.52,7.52 USD,15.04
184,2025-11-18,519,297,2,3.51,3.51 USD,7.02
185,2025-01-13,248,235,3,3.48,3.48 USD,10.44
186,2024-11-22,368,135,4,5.99,5.99 USD,23.96
187,2023-10-24,744,264,1,3.02,3.02 USD,3.02
188,2023-09-30,618,221,6,10.66,10.66 USD,63.96
189,2025-10-28,98,243,2,18.11,18.11 USD,36.22
190,2023-11-23,268,230,3,3.79,3.79 USD,11.37
191,2025-04-29,60,220,5,3.11,3.11 USD,15.55
192,2024-03-06,500,285,2,5.11,5.11 USD,10.22
193,2023-06-02,308,105,1,4.24,4.24 USD,4.24
194,2023-01-12,493,171,2,6.43,6.43 USD,12.86
195,2024-08-18,411,186,1,10.84,10.84 USD,10.84
196,2025-12-04,140,195,1,14.65,14.65 USD,14.65
197,2024-02-09,328,260,2,8.99,8.99 USD,17.98
198,2024-01-27,464,300,1,2.19,2.19 USD,2.19
199,2024-01-12,702,141,2,3.31,3.31 USD,6.62
200,2024-07-23,637,270,2,7.14,7.14 USD,14.28
201,2024-04-27,163,175,4,3.46,3.46 USD,13.84
202,2025-08-21,60,293,5,0.74,0.74 USD,3.7
203,2024-07-07,31,268,6,1.78,1.78 USD,10.68
204,2024-07-09,333,183,1,3.34,3.34 USD,3.34
205,2023-06-01,76,138,2,4.4,4.40 USD,8.8
206,2025-12-12,755,142,1,0.81,0.81 USD,0.81
207,2023-10-01,317,265,2,6.67,6.67 USD,13.34
208,2023-03-22,770,156,6,8.33,8.33 USD,49.98
209,2024-12-27,417,171,7,6.51,6.51 USD,45.57
210,2024-10-13,190,155,2,4.4,4.40 USD,8.8
211,2024-03-30,489,282,2,6.47,6.47 USD,12.94
212,2024-04-07,315,122,5,1.45,1.45 USD,7.25
213,2025-05-09,296,127,1,1.05,1.05 USD,1.05
214,2023-08-03,501,205,5,2.27,2.27 USD,11.35
215,2025-06-17,177,275,5,6.94,6.94 USD,34.7
216,2024-12-11,800,138,7,4.29,4.29 USD,30.03
217,2024-04-03,719,212,7,5.29,5.29 USD,37.03
218,2024-05-16,215,139,5,2.35,2.35 USD,11.75
219,2023-10-09,653,243,5,17.02,17.02 USD,85.1
220,2025-04-03,597,219,4,2.07,2.07 USD,8.28
221,2024-07-15,694,294,1,1.38,1.38 USD,1.38
222,2023-12-18,332,289,1,2.72,2.72 USD,2.72
223,2024-10-14,128,160,2,1.32,1.32 USD,2.64
224,2025-12-26,269,236,1,1.82,1.82 USD,1.82
225,2024-04-21,551,144,6,4.39,4.39 USD,26.34
226,2025-10-05,535,143,5,6.09,6.09 USD,30.45
227,2024-01-13,754,234,3,4.17,4.17 USD,12.51
228,2023-03-01,366,255,7,2.04,2.04 USD,14.28
229,2023-08-12,619,273,1,2.15,2.15 USD,2.15
230,2024-04-03,348,123,7,6.33,6.33 USD,44.31
231,2023-08-29,142,222,7,3.49,3.49 USD,24.43
232,2023-01-01,145,241,3,8.72,8.72 USD,26.16
233,2025-09-28,792,296,7,1.75,1.75 USD,12.25
234,2025-07-13,245,184,6,3.79,3.79 USD,22.74
235,2025-03-23,442,206,4,6.72,6.72 USD,26.88
236,2023-07-03,703,164,2,3.17,3.17 USD,6.34
237,2023-05-12,290,253,2,11.55,11.55 USD,23.1
238,2023-03-16,691,225,2,5.81,5.81 USD,11.62
239,2025-03-03,112,152,4,2.95,2.95 USD,11.8
240,2025-10-14,214,148,5,3.79,3.79 USD,18.95
241,2024-04-16,650,161,7,5.91,5.91 USD,41.37
242,2023-05-11,200,117,3,1.29,1.29 USD,3.87
243,2024-07-15,405,140,1,8.14,8.14 USD,8.14
244,2024-01-17,421,175,5,3.41,3.41 USD,17.05
245,2024-02-15,7,189,2,6.38,6.38 USD,12.76
246,2024-11-11,525,169,2,2.95,2.95 USD,5.9
247,2025-02-25,592,185,7,2.66,2.66 USD,18.62
248,2023-05-02,286,126,5,1.7,1.70 USD,8.5
249,2023-02-08,671,284,3,3.26,3.26 USD,9.78
250,2025-12-24,389,140,5,8.0,8.00 USD,40.0
251,2023-09-12,416,196,4,17.56,17.56 USD,70.24
252,2023-02-28,784,296,2,1.56,1.56 USD,3.12
253,2023-07-27,713,217,3,1.23,1.23 USD,3.69
254,2023-02-12,150,236,7,1.93,1.93 USD,13.51
255,2024-03-05,428,173,1,14.82,14.82 USD,14.82
256,2025-05-28,293,145,7,7.79,7.79 USD,54.53
257,2024-01-09,334,117,2,1.31,1.31 USD,2.62
258,2024-05-01,272,269,7,2.21,2.21 USD,15.47
259,2025-01-09,43,177,5,9.32,9.32 USD,46.6
260,2024-07-11,468,237,3,4.7,4.70 USD,14.1
261,2025-08-01,319,298,2,1.35,1.35 USD,2.7
262,2025-08-06,492,191,1,7.13,7.13 USD,7.13
263,2023-01-11,527,206,1,6.19,6.19 USD,6.19
264,2025-05-01,760,201,6,0.52,0.52 USD,3.12
265,2024-05-19,172,203,5,5.36,5.36 USD,26.8
266,2025-12-18,730,124,4,2.43,2.43 USD,9.72
267,2024-06-13,649,173,5,15.47,15.47 USD,77.35
268,2025-12-16,321,221,3,11.19,11.19 USD,33.57
269,2025-04-06,739,206,5,6.69,6.69 USD,33.45
270,2023-09-30,44,239,3,8.73,8.73 USD,26.19
271,2024-08-12,532,135,6,6.29,6.29 USD,37.74
272,2025-12-22,631,257,6,17.12,17.12 USD,102.72
273,2025-07-27,454,236,6,1.87,1.87 USD,11.22
274,2023-04-17,746,117,4,1.39,1.39 USD,5.56
275,2025-02-12,774,299,6,2.55,2.55 USD,15.3
276,2024-01-14,83,240,5,2.85,2.85 USD,14.25
277,2023-01-08,543,193,1,1.36,1.36 USD,1.36
278,2024-03-17,322,209,3,2.64,2.64 USD,7.92
279,2023-09-15,786,150,7,1.04,1.04 USD,7.28
280,2025-06-15,234,214,3,6.8,6.80 USD,20.4
281,2024-01-05,540,124,1,2.43,2.43 USD,2.43
282,2025-06-25,252,137,7,18.76,18.76 USD,131.32
283,2023-01-01,765,111,5,11.28,11.28 USD,56.4
284,2023-12-04,449,199,4,9.09,9.09 USD,36.36
285,2023-09-22,239,287,2,5.54,5.54 USD,11.08
286,2023-09-13,490,155,5,4.11,4.11 USD,20.55
287,2023-03-16,464,127,6,1.02,1.02 USD,6.12
288,2023-07-24,314,167,7,3.49,3.49 USD,24.43
289,2024-08-31,175,288,5,4.65,4.65 USD,23.25
290,2023-11-16,706,102,3,7.67,7.67 USD,23.01
291,2024-04-02,180,168,3,1.9,1.90 USD,5.7
292,2024-02-17,385,246,4,4.18,4.18 USD,16.72
293,2025-08-17,295,248,6,3.94,3.94 USD,23.64
294,2025-09-18,215,163,7,8.81,8.81 USD,61.67
295,2024-06-23,715,172,4,2.21,2.21 USD,8.84
296,2023-12-28,762,230,4,4.12,4.12 USD,16.48
297,2023-04-27,769,183,1,3.24,3.24 USD,3.24
298,2025-11-09,75,142,7,0.81,0.81 USD,5.67
299,2023-03-07,344,256,2,1.28,1.28 USD,2.56
300,2023-11-22,714,257,2,16.85,16.85 USD,33.7
301,2023-11-23,142,297,7,3.88,3.88 USD,27.16
302,2023-12-17,718,207,6,5.82,5.82 USD,34.92
303,2023-06-29,199,128,4,4.35,4.35 USD,17.4
304,2025-05-07,171,288,3,4.72,4.72 USD,14.16
305,2023-05-15,406,205,2,2.37,2.37 USD,4.74
306,2024-11-26,228,212,7,5.45,5.45 USD,38.15
307,2023-05-16,411,233,7,1.73,1.73 USD,12.11
308,2023-03-19,691,115,5,0.74,0.74 USD,3.7
309,2025-09-22,787,210,1,0.75,0.75 USD,0.75
310,2023-07-28,62,173,3,15.08,15.08 USD,45.24
311,2025-06-18,327,260,1,8.26,8.26 USD,8.26
312,2024-08-19,716,280,5,11.88,11.88 USD,59.4
313,2023-03-27,133,190,2,2.67,2.67 USD,5.34
314,2025-11-12,584,137,1,19.95,19.95 USD,19.95
315,2023-09-28,590,243,6,18.17,18.17 USD,109.02
316,2025-07-30,189,269,1,2.18,2.18 USD,2.18
317,2023-07-04,356,104,1,4.09,4.09 USD,4.09
318,2025-07-24,71,281,7,1.32,1.32 USD,9.24
319,2023-01-15,263,184,5,4.12,4.12 USD,20.6
320,2024-07-14,306,255,7,2.18,2.18 USD,15.26
321,2025-04-22,558,249,3,6.45,6.45 USD,19.35
322,2025-10-20,224,160,7,1.28,1.28 USD,8.96
323,2025-09-22,328,186,3,9.93,9.93 USD,29.79
324,2025-06-16,762,292,5,1.68,1.68 USD,8.4
325,2025-08-30,588,171,7,6.54,6.54 USD,45.78
326,2023-08-07,74,275,1,7.63,7.63 USD,7.63
327,2023-11-08,511,282,1,6.5,6.50 USD,6.5
328,2023-11-13,142,131,4,5.62,5.62 USD,22.48
329,2024-02-17,585,117,6,1.38,1.38 USD,8.28
330,2024-03-06,102,278,2,1.32,1.32 USD,2.64
331,2024-08-19,606,107,2,3.66,3.66 USD,7.32
332,2023-06-25,581,226,3,9.43,9.43 USD,28.29
333,2025-01-26,65,183,5,3.54,3.54 USD,17.7
334,2023-07-03,193,128,1,4.87,4.87 USD,4.87
335,2023-12-06,62,110,7,7.64,7.64 USD,53.48
336,2024-07-05,532,127,6,1.15,1.15 USD,6.9
337,2025-05-22,241,241,2,8.31,8.31 USD,16.62
338,2025-03-20,715,294,5,1.49,1.49 USD,7.45
339,2024-12-07,410,288,5,5.02,5.02 USD,25.1
340,2023-06-20,300,227,1,5.42,5.42 USD,5.42
341,2024-08-22,195,143,6,6.24,6.24 USD,37.44
342,2023-04-06,454,169,5,3.38,3.38 USD,16.9
343,2024-02-18,574,163,2,8.81,8.81 USD,17.62
344,2024-03-28,619,170,4,9.22,9.22 USD,36.88
345,2023-02-13,637,199,2,9.45,9.45 USD,18.9
346,2023-10-28,301,293,6,0.73,0.73 USD,4.38
347,2025-11-12,779,295,4,5.16,5.16 USD,20.64
348,2025-11-10,456,282,7,6.65,6.65 USD,46.55
349,2024-01-21,202,264,7,3.03,3.03 USD,21.21
350,2023-02-17,674,171,5,6.68,6.68 USD,33.4
351,2023-07-16,302,193,2,1.37,1.37 USD,2.74
352,2024-03-05,624,243,1,16.71,16.71 USD,16.71
353,2025-11-03,337,246,6,4.66,4.66 USD,27.96
354,2023-06-04,32,232,5,7.37,7.37 USD,36.85
355,2025-04-16,98,111,1,11.61,11.61 USD,11.61
356,2023-04-30,759,234,4,3.79,3.79 USD,15.16
357,2025-12-10,773,222,7,3.26,3.26 USD,22.82
358,2024-02-22,191,279,3,14.03,14.03 USD,42.09
359,2025-04-28,541,286,3,5.05,5.05 USD,15.15
360,2024-01-11,48,288,4,5.37,5.37 USD,21.48
361,2024-11-18,250,118,3,5.39,5.39 USD,16.17
362,2023-07-30,226,167,6,3.22,3.22 USD,19.32
363,2023-06-09,272,245,5,2.69,2.69 USD,13.45
364,2025-10-24,665,197,5,5.41,5.41 USD,27.05
365,2025-10-01,485,134,6,4.77,4.77 USD,28.62
366,2025-08-29,328,258,2,6.01,6.01 USD,12.02
367,2024-11-15,797,247,5,3.77,3.77 USD,18.85
368,2025-06-04,180,237,7,4.38,4.38 USD,30.66
369,2023-03-17,665,268,3,1.76,1.76 USD,5.28
370,2024-01-02,746,144,7,4.5,4.50 USD,31.5
371,2023-12-10,23,195,6,15.91,15.91 USD,95.46
372,2024-11-27,606,287,1,6.04,6.04 USD,6.04
373,2024-01-25,370,191,2,7.62,7.62 USD,15.24
374,2023-06-12,245,211,1,8.07,8.07 USD,8.07
375,2024-10-15,160,253,7,11.02,11.02 USD,77.14
376,2025-06-10,373,171,3,7.13,7.13 USD,21.39
377,2024-02-23,285,153,7,8.59,8.59 USD,60.13
378,2023-05-25,521,276,1,1.55,1.55 USD,1.55
379,2023-08-04,450,171,3,6.41,6.41 USD,19.23
380,2023-09-18,697,153,5,9.18,9.18 USD,45.9
381,2023-11-25,647,208,2,9.31,9.31 USD,18.62
382,2024-12-04,622,277,4,22.19,22.19 USD,88.76
383,2024-10-20,581,271,3,2.01,2.01 USD,6.03
384,2025-02-01,136,119,6,1.72,1.72 USD,10.32
385,2024-02-01,96,166,6,6.43,6.43 USD,38.58
386,2025-06-21,119,262,5,3.77,3.77 USD,18.85
387,2023-08-12,374,282,6,6.85,6.85 USD,41.1
388,2024-05-28,274,101,1,2.7,2.70 USD,2.7
389,2025-05-27,177,206,5,6.09,6.09 USD,30.45
390,2023-07-17,749,155,6,4.12,4.12 USD,24.72
391,2023-05-01,784,115,1,0.82,0.82 USD,0.82
392,2025-08-25,277,227,1,5.61,5.61 USD,5.61
393,2024-01-11,138,115,1,0.81,0.81 USD,0.81
394,2025-01-18,132,221,6,10.25,10.25 USD,61.5
395,2023-01-28,44,251,1,17.83,17.83 USD,17.83
396,2025-01-25,123,166,7,7.14,7.14 USD,49.98
397,2023-12-13,136,274,2,4.2,4.20 USD,8.4
398,2023-03-03,367,214,6,6.88,6.88 USD,41.28
399,2024-10-29,373,237,1,4.75,4.75 USD,4.75
400,2023-09-21,126,294,2,1.47,1.47 USD,2.94
401,2024-02-28,439,294,7,1.42,1.42 USD,9.94
402,2023-03-30,787,246,4,4.09,4.09 USD,16.36
403,2023-06-11,576,245,2,2.33,2.33 USD,4.66
404,2023-11-23,744,172,6,2.34,2.34 USD,14.04
405,2023-04-09,51,198,6,9.82,9.82 USD,58.92
406,2025-09-24,137,262,1,3.5,3.50 USD,3.5
407,2023-01-07,158,297,7,3.8,3.80 USD,26.6
408,2024-06-13,56,292,7,1.69,1.69 USD,11.83
409,2023-05-15,593,144,7,4.66,4.66 USD,32.62
410,2023-12-03,744,257,6,16.29,16.29 USD,97.74
411,2025-10-11,428,290,4,1.27,1.27 USD,5.08
412,2023-06-27,443,116,7,1.52,1.52 USD,10.64
413,2025-11-23,326,178,5,5.6,5.60 USD,28.0
414,2023-08-14,640,152,2,2.67,2.67 USD,5.34
415,2025-03-23,638,102,5,7.34,7.34 USD,36.7
416,2024-08-21,80,161,4,5.88,5.88 USD,23.52
417,2025-08-26,474,232,2,6.95,6.95 USD,13.9
418,2024-08-29,377,226,1,8.16,8.16 USD,8.16
419,2024-08-08,333,152,2,2.9,2.90 USD,5.8
420,2023-08-03,175,141,1,2.97,2.97 USD,2.97
421,2023-07-02,657,280,3,10.83,10.83 USD,32.49
422,2025-09-30,441,131,2,5.61,5.61 USD,11.22
423,2023-12-25,126,254,2,9.39,9.39 USD,18.78
424,2024-02-12,694,255,5,2.18,2.18 USD,10.9
425,2025-04-12,219,221,5,11.24,11.24 USD,56.2
426,2024-01-07,278,151,4,11.77,11.77 USD,47.08
427,2025-11-08,485,195,1,15.8,15.80 USD,15.8
428,2025-03-19,595,276,6,1.63,1.63 USD,9.78
429,2024-10-16,141,111,5,10.95,10.95 USD,54.75
430,2025-08-22,607,236,7,1.84,1.84 USD,12.88
431,2023-02-24,706,112,4,9.31,9.31 USD,37.24
432,2023-10-09,110,199,1,10.09,10.09 USD,10.09
433,2024-05-24,52,145,1,8.61,8.61 USD,8.61
434,2023-09-06,615,134,1,5.14,5.14 USD,5.14
435,2025-03-25,613,172,3,2.36,2.36 USD,7.08
436,2025-10-03,654,275,1,7.18,7.18 USD,7.18
437,2024-04-09,713,121,4,8.65,8.65 USD,34.6
438,2024-01-10,319,141,1,2.94,2.94 USD,2.94
439,2025-11-18,199,122,6,1.62,1.62 USD,9.72
440,2024-05-02,796,121,6,7.95,7.95 USD,47.7
441,2024-06-19,729,256,1,1.3,1.30 USD,1.3
442,2024-01-21,46,295,4,5.18,5.18 USD,20.72
443,2025-09-22,505,171,2,6.56,6.56 USD,13.12
444,2024-09-15,540,114,1,6.61,6.61 USD,6.61
445,2025-04-14,514,179,4,0.9,0.90 USD,3.6
446,2025-06-07,17,173,5,13.82,13.82 USD,69.1
447,2024-01-10,315,152,4,2.76,2.76 USD,11.04
448,2024-04-19,436,271,3,2.07,2.07 USD,6.21
449,2025-07-18,388,299,5,2.45,2.45 USD,12.25
450,2024-02-02,77,176,6,6.55,6.55 USD,39.3
451,2025-05-19,371,119,6,1.68,1.68 USD,10.08
452,2025-10-27,165,127,2,1.14,1.14 USD,2.28
453,2024-11-13,609,246,2,4.47,4.47 USD,8.94
454,2025-03-23,617,113,4,9.22,9.22 USD,36.88
455,2025-05-31,24,207,4,5.63,5.63 USD,22.52
456,2025-07-14,712,229,1,1.3,1.30 USD,1.3
457,2024-03-08,35,185,7,2.82,2.82 USD,19.74
458,2023-02-26,514,262,7,3.34,3.34 USD,23.38
459,2024-03-16,461,241,1,8.45,8.45 USD,8.45
460,2025-01-07,138,209,6,2.52,2.52 USD,15.12
461,2024-05-08,574,215,3,1.32,1.32 USD,3.96
462,2025-03-31,709,151,7,12.94,12.94 USD,90.58
463,2024-01-26,571,101,1,2.79,2.79 USD,2.79
